MATRICOLA,COGNOME,NOME,CITTADINANZA,EMAIL,COD.INS.CREDITI,CDS STUDENTE,FREQUENZA,ESAME,VOTO ESAME,ATHOME,SDSS,INFO MOBILITA,STUDENTE ALL'ESTERO,INS IN L.A.,ANNO ISCRIZ.,CONDIZIONE
355729,FUSCO,ANDREA,ITALIANA,s373965@studenti.polito.it,14BHDYO (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
325365,GABRIELI,ALESSIO,ITALIANA,s365787@studenti.polito.it,14BHDYO (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
368109,GAETA,MARTA,ITALIANA,s358186@studenti.polito.it,14BHDXD (8),MTM1T1,Frequentato nel 2025/2026,,,,,,N,N,2023/24,ATTIVO,
372684,GAGLIARDI,FABIOLA,ITALIANA,s365668@studenti.polito.it,14BHDYE (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
371099,GAGLIARDI,GIUSEPPE FRANCESCO,ITALIANA,s372258@studenti.polito.it,14BHDYI (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
353375,GALATA',LORENZO,ITALIANA,s371935@studenti.polito.it,14BHDYO (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
339877,GALATI,ALESSIO,ITALIANA,s367923@studenti.polito.it,14BHDXD (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367946,GALATI,FILIPPO,ITALIANA,s356254@studenti.polito.it,14BHDYI (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368156,GALATI,NICOLETTA,ITALIANA,s372131@studenti.polito.it,14BHDYI (8),CHI1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
368851,GALDIERI,NETMI NATASA ABEWICKRAMA,ITALIANA,s372193@studenti.polito.it,14BHDYO (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
371036,GALFO,MATTEO,ITALIANA,s369105@studenti.polito.it,14BHDYO (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
370989,GALGANI,DARIA,ITALIANA,s365785@studenti.polito.it,14BHDYO (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367787,GALIZIA,RICCARDO,ITALIANA,s368894@studenti.polito.it,14BHDMN (8),MEC1T1,Frequentato nel 2023/2024,,,,,,N,N,2026/27,ATTIVO,
368431,GALLESIO,GIULIA,ECUADORIANA,s368445@studenti.polito.it,14BHDXT (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
375137,GALLO,FEDERICO,ITALIANA,s372444@studenti.polito.it,14BHDYO (8),CHI1T1,Frequentato nel 2024/2025,,,,,,N,N,2026/27,ATTIVO,
358601,GALLO,MARCO,ITALIANA,s365352@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
369045,GALLO,UMBERTO,ITALIANA,s367766@studenti.polito.it,14BHDLX (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
371767,GAMBINO,ELENA,ITALIANA,s366800@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,IMMATRICOLAZIONE DA COMPLETARE,
371217,GANDOLFO,PAOLO,ITALIANA,s370989@studenti.polito.it,14BHDOA (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
356698,GANGI,MARTINA,ITALIANA,s372300@studenti.polito.it,14BHDYI (8),MTM1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
356320,GARAU,STEFANO,ITALIANA,s371972@studenti.polito.it,14BHDXD (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
313908,GARAVANA,DANIEL,ITALIANA,s368390@studenti.polito.it,14BHDYI (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368203,GARBATO,DENISA,ITALIANA,s371265@studenti.polito.it,14BHDYI (8),INF1T3,Non attivo,,,,,,N,,2023/24,ATTIVO,
373806,GARDU,ANOUAR,ITALIANA,s326678@studenti.polito.it,14BHDYO (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367437,GARGARO,LUDOVICO,CAMERUNESE,s172863@studenti.polito.it,14BHDYI (8),MEC1T1,Frequenza convalidata,,,,,,N,N,2025/26,ATTIVO,
368227,GARIGLIO,FRANCESCO,ITALIANA,s369768@studenti.polito.it,14BHDXT (8),INF1T3,Frequentato nel 2025/2026,,,,,,N,N,2024/25,ATTIVO,
372267,GARINO,PIETRO,ITALIANA,s373672@studenti.polito.it,14BHDMN (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
374521,GARNIER,GAIA,ITALIANA,s372638@studenti.polito.it,14BHDXD (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,IMMATRICOLAZIONE DA COMPLETARE,
370775,GAROFALO,LORENZO,ITALIANA,s371360@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367653,GASCO,OLEKSANDR,ITALIANA,s372376@studenti.polito.it,14BHDYE (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
368820,GASPARINI,GAETANO,ITALIANA,s371713@studenti.polito.it,14BHDXT (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
366980,GASPARINI,LORENZO,ITALIANA,s369347@studenti.polito.it,14BHDYE (8),CHI1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
369472,GASTALDI,RAFFAELLA,ITALIANA,s355763@studenti.polito.it,14BHDYE (8),ELT1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
370161,GATTI,TOMMASO,ITALIANA,s373545@studenti.polito.it,14BHDYO (8),ELT1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
371086,GATTO,SIMONE,ITALIANA,s365519@studenti.polito.it,14BHDMN (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368804,GAVRIS,LEONARDO,ITALIANA,s372658@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
357068,GAYDOU,ANNALAURA,ITALIANA,s373441@studenti.polito.it,14BHDYI (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2023/24,ATTIVO,
368813,GAZZETTA,MATTIA,ITALIANA,s372150@studenti.polito.it,14BHDYO (8),MEC1T1,Frequentato nel 2020/2021,,,,,,N,N,2026/27,ATTIVO,
370317,GEC,CHRISTIAN,ITALIANA,s373603@studenti.polito.it,14BHDYO (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
373781,GENNA,ANDREA,ITALIANA,s367756@studenti.polito.it,14BHDYE (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
373474,GENOCCHIO,MATTEO,ITALIANA,s342271@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
372625,GENTA,MANUEL,ITALIANA,s356607@studenti.polito.it,14BHDMN (8),MEC1T1,Frequentato nel 2023/2024,,,,,,N,N,2026/27,ATTIVO,
368882,GENTILE,MATTEO,ITALIANA,s370451@studenti.polito.it,14BHDXT (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
354993,GERONAZZO,HOSSAME,ITALIANA,s367723@studenti.polito.it,14BHDYI (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2023/24,ATTIVO,
356309,GETINET,KAWTAR,ITALIANA,s371095@studenti.polito.it,14BHDXT (8),MEC1T1,Frequentato nel 2023/2024,,,,,,N,N,2024/25,ATTIVO,
373649,GHIGLIA,MATILDE,ITALIANA,s367758@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
356607,GHIGLIONE,ALESSIA,ITALIANA,s356317@studenti.polito.it,14BHDYI (8),INF1T3,Non attivo,,,,,,N,N,2026/27,ATTIVO,
367878,GHIRARDI,FRANCESCO,ITALIANA,s287018@studenti.polito.it,14BHDOA (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368698,GHIRARDO-ROMERO,ALESSIA,ITALIANA,s373816@studenti.polito.it,14BHDYE (8),CHI1T1,Frequentato nel 2023/2024,,,,,,N,N,2026/27,ATTIVO,
369902,GHISMAN,JACOPO GIANALDO,ITALIANA,s372684@studenti.polito.it,14BHDXT (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
371534,GHISU,GIORGIA,ITALIANA,s370956@studenti.polito.it,14BHDYI (8),CHI1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
364981,GHONIM,SERENA,ITALIANA,s342326@studenti.polito.it,14BHDYO (8),ELT1T1,Frequentato nel 2025/2026,,,,,,N,N,2024/25,ATTIVO,
368795,GHOUL,ALESSIO MATTIA,ITALIANA,s351793@studenti.polito.it,14BHDYI (8),INF1T3,Frequentato nel 2024/2025,,,,,,N,N,2024/25,ATTIVO,
365454,GIACCARDI,DAVIDE,ITALIANA,s368683@studenti.polito.it,14BHDYI (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
368421,GIACCO,LETIZIA,ITALIANA,s341741@studenti.polito.it,14BHDYE (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2025/26,ATTIVO,
365668,GIACOMA PIN,EDOARDO ENDRY,ITALIANA,s352797@studenti.polito.it,14BHDYI (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
372408,GIACOMINI,EMANUELE,ITALIANA,s367345@studenti.polito.it,14BHDYO (8),INF1T3,Frequentato nel 2023/2024,,,,,,N,N,2026/27,ATTIVO,
368955,GIAIMO,LORENZO,ITALIANA,s367787@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2021/22,ATTIVO,
368971,GIAMETTA,FABIANA,ITALIANA,s366980@studenti.polito.it,14BHDXD (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,RINUNCIATO,
358186,GIANARDI,NICOLA ALBERTO,ITALIANA,s368247@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
371809,GIANNI,ANDREA,ITALIANA,s373474@studenti.polito.it,14BHDXD (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367758,GIANNICOLO,CLELIA,ITALIANA,s343509@studenti.polito.it,14BHDYE (8),MTM1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
368716,GIANNINI,ALESSANDRO,ITALIANA,s354859@studenti.polito.it,14BHDYO (8),CHI1T1,Frequentato nel 2021/2022,,,,,,N,N,2026/27,ATTIVO,
326678,GIANNOTTI,NICOLAS,ITALIANA,s357068@studenti.polito.it,14BHDYI (8),INF1T3,Frequentato nel 2024/2025,,,,,,N,N,2025/26,ATTIVO,
373599,GIANOLA,DAVIDE,ITALIANA,s340430@studenti.polito.it,14BHDYI (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368691,GIARDINA,MATTIA,ITALIANA,s373781@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368778,GIARDINI,GILBERT,ITALIANA,s368743@studenti.polito.it,14BHDYE (8),CHI1T1,Non attivo,,,,,,N,N,2026/27,ATTIVO,
325738,GIGANTE,EMMA,ITALIANA,s370519@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
365677,GIGLIO,LORENZO VASCO,ITALIANA,s370829@studenti.polito.it,14BHDXT (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
366800,GILI,GIORGIA,ITALIANA,s368203@studenti.polito.it,14BHDMQ (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
370956,GILIO DAVILA,BOGDAN CRISTIAN,ITALIANA,s342800@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,IMMATRICOLAZIONE DA COMPLETARE,
367618,GINATTA,DAVIDE,ITALIANA,s369045@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
284967,GIOBERGIA,GIULIA,ITALIANA,s375137@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368628,GIOIA,EMANUELE VITO MARIA,ITALIANA,s364869@studenti.polito.it,14BHDYE (8),MEC1T1,Frequentato nel 2023/2024,,,,,,N,N,2026/27,ATTIVO,
368894,GIORDA,GIUSEPPE,ITALIANA,s355691@studenti.polito.it,14BHDMQ (8),MEC1T1,Frequenza convalidata,,,,,,N,N,2026/27,ATTIVO,
373053,GIORDANELLO,GIORGIO ALESSANDRO,ITALIANA,s356477@studenti.polito.it,14BHDXD (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367789,GIORDANO,CHIARA,ITALIANA,s327378@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
368722,GIORDANO,CONSTANTIN IULIAN,ITALIANA,s372808@studenti.polito.it,14BHDMN (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
372376,GIORDANO,DALILA,ITALIANA,s329316@studenti.polito.it,14BHDYI (8),MTM1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
373672,GIORDANO,MARCO,ITALIANA,s322713@studenti.polito.it,14BHDYI (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
368680,GIOSTRELLI,DIDUMINA ANGELO,ITALIANA,s343502@studenti.polito.it,14BHDMN (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
341352,GIRARDI,ALESSANDRO,ITALIANA,s368655@studenti.polito.it,14BHDYE (8),MTM1T1,Frequentato nel 2023/2024,,,,,,N,N,2026/27,ATTIVO,
358560,GIRARDI,FRANCESCO LUIGI,ITALIANA,s325365@studenti.polito.it,14BHDYE (8),ELT1T1,Frequentato nel 2020/2021,,,,,,N,N,2026/27,ATTIVO,
354898,GIRGENTI,FRANCESCA MARIA,ITALIANA,s371008@studenti.polito.it,14BHDMN (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
343509,GIRIBALDI,LORIS,ITALIANA,s368883@studenti.polito.it,14BHDYI (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2023/24,ATTIVO,
371256,GIUBELLINO,FEDERICO,ITALIANA,s366158@studenti.polito.it,14BHDYE (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
371972,GIUDICE,ANDREA DIEGO,ITALIANA,s358178@studenti.polito.it,14BHDMB (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368206,GIUNTA,LUCA,ITALIANA,s368696@studenti.polito.it,14BHDYE (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368078,GIUSTO,FLAVIO,ITALIANA,s372547@studenti.polito.it,14BHDYI (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368445,GJONEJ,GABRIELE SAMUELE,ITALIANA,s352450@studenti.polito.it,14BHDYO (8),MEC1T1,Frequentato nel 2024/2025,,,,,,N,N,2026/27,ATTIVO,
371615,GOBBI,VALENTINO,ITALIANA,s368716@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
371095,GODAWENNA GAMAGE,REBECCA CAMILLA,ITALIANA,s371059@studenti.polito.it,14BHDYE (8),INF1T3,Frequentato nel 2024/2025,,,,,,N,N,2010/11,ATTIVO,
373779,GOIA,MASSIMILIANO,ITALIANA,s340840@studenti.polito.it,14BHDYO (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
343864,GOITRE,ANDREA,ITALIANA,s354898@studenti.polito.it,14BHDMQ (8),INF1T3,Non attivo,,,,,,N,N,2024/25,ATTIVO,
364869,GOLDIN,ALICE,ITALIANA,s372637@studenti.polito.it,14BHDYE (8),MEC1T1,Frequentato nel 2023/2024,,,,,,N,N,2026/27,ATTIVO,
369771,GOSSO,FRANCESCO,ITALIANA,s368291@studenti.polito.it,14BHDMB (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
370743,GOULD,FRANCESCA,ITALIANA,s327359@studenti.polito.it,14BHDMN (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
371059,GOXHAJ,MOHAMED TAMER FATHY MOHAMED,ITALIANA,s373691@studenti.polito.it,14BHDYO (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2023/24,ATTIVO,
367861,GRACEFFA,ELISA,ITALIANA,s368367@studenti.polito.it,14BHDYI (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,IMMATRICOLAZIONE DA COMPLETARE,
365519,GRANCHI,MARCO,ITALIANA,s371767@studenti.polito.it,14BHDYO (8),,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
372637,GRANDE,ANDREA,ITALIANA,s367959@studenti.polito.it,14BHDYO (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
356254,GRANDE,NICCOLO',TURCA,s365734@studenti.polito.it,14BHDOA (8),CHI1T1,Frequentato nel 2024/2025,,,,,,N,N,2026/27,ATTIVO,
172863,GRANIERO,ELEONORA,ITALIANA,s372000@studenti.polito.it,14BHDYE (8),INF1T3,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
366158,GRANITO,BRICE MOLIERE,ITALIANA,s353936@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2023/24,ATTIVO,
365787,GRASSI,SYRINE,ITALIANA,s358554@studenti.polito.it,14BHDYI (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
371713,GRASSO,CHRISTIAN,ITALIANA,s371815@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
354859,GRASSO,MASSIMO,ITALIANA,s355535@studenti.polito.it,14BHDYI (8),INF1T3,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
370067,GRECEA,MATTIA,ITALIANA,s356947@studenti.polito.it,14BHDYO (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
341741,GRECO,EMANUELE,ITALIANA,s355612@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
340219,GRECO,GIULIO,ITALIANA,s373006@studenti.polito.it,14BHDXD (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
367938,GREGORIO,FRANCESCA,ITALIANA,s355592@studenti.polito.it,14BHDYO (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
371498,GREGUCCI,LORENZO,ITALIANA,s373236@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2023/24,ATTIVO,
341372,GRIGOREAN,ZAKARIA,ITALIANA,s340010@studenti.polito.it,14BHDYI (8),CHI1T1,Frequentato nel 2023/2024,,,,,,N,N,2026/27,ATTIVO,
372308,GRILLI,ELISABETTA,ITALIANA,s369183@studenti.polito.it,14BHDMN (8),CHI1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
373481,GRILLI,RENZO,ITALIANA,s370880@studenti.polito.it,14BHDYE (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367433,GRILLO,ANTONINO,ITALIANA,s355729@studenti.polito.it,14BHDYO (8),INF1T3,Non attivo,,,,,,,N,2026/27,ATTIVO,
342011,GRIMALDI,ANWAR,ITALIANA,s373053@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
371265,GRIPPA,GIORGIO,ITALIANA,s343499@studenti.polito.it,14BHDYO (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
340069,GRIVET BRANCOT,MATTEO,ITALIANA,s368851@studenti.polito.it,14BHDYI (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
372141,GROSJACQUES,MARIO,ITALIANA,s373599@studenti.polito.it,14BHDLX (8),INF1T3,Frequentato nel 2023/2024,,,,,,N,N,2026/27,ATTIVO,
368949,GROSSO,VALENTINA,ITALIANA,s368971@studenti.polito.it,14BHDYE (8),INF1T3,Frequentato nel 2024/2025,,,,,,N,N,2026/27,IMMATRICOLAZIONE DA COMPLETARE,
371438,GROSSU,SAMUELE,RUMENA,s373607@studenti.polito.it,14BHDMN (8),MTM1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,IMMATRICOLAZIONE DA COMPLETARE,
372184,GUADAGNO,MATTEO,ITALIANA,s339877@studenti.polito.it,14BHDYO (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
365734,GUALTIERI,ALEXANDRU,ITALIANA,s326877@studenti.polito.it,14BHDYI (8),INF1T3,Frequentato nel 2024/2025,,,,,,N,N,2026/27,ATTIVO,
341027,GUARIENTO,ROCCO,ITALIANA,s374362@studenti.polito.it,14BHDXD (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
369105,GUAZZONE,CESARE,ITALIANA,s368109@studenti.polito.it,14BHDYI (8),MTM1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
355763,GUELI,DAVIDE,ITALIANA,s366022@studenti.polito.it,14BHDYO (8),ELT1T1,Frequentato nel 2024/2025,,,,,,N,N,2026/27,ATTIVO,
373791,GUERRA,MARTINA,ITALIANA,s366383@studenti.polito.it,14BHDYI (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,IMMATRICOLAZIONE DA COMPLETARE,
365892,GUGLIELMINO,GIANLUCA,ITALIANA,s325397@studenti.polito.it,14BHDYI (8),MTM1T1,Frequenza convalidata,,,,,,N,N,2026/27,ATTIVO,
358304,GUGLIERI,MARIO,ITALIANA,s341111@studenti.polito.it,14BHDXT (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
356136,GUIDA,JIAZHEN,ITALIANA,s368000@studenti.polito.it,14BHDXT (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
370776,GUIDI,VALERIA,ITALIANA,s367553@studenti.polito.it,14BHDYI (8),MEC1T1,Frequentato nel 2023/2024,,,,,,N,N,2025/26,ATTIVO,
356843,GUIDO,ALESSANDRO,ITALIANA,s368795@studenti.polito.it,14BHDXD (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
370185,GUISO,SAAD TAHA SAAD YEHIA,ITALIANA,s297049@studenti.polito.it,14BHDXD (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
366395,GULA,SIMONE,ITALIANA,s313908@studenti.polito.it,14BHDYE (8),MTM1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
339990,GULLINO,KARIM TAHER ABDELBARY SAYED,ITALIANA,s367938@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
372131,GURRIERI,LORENZO,ITALIANA,s373494@studenti.polito.it,14BHDMB (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367756,HADARAG,JACOPO,MAROCCHINA,s367944@studenti.polito.it,14BHDYI (8),MEC1T1,Frequentato nel 2023/2024,,,,,,N,N,2026/27,ATTIVO,
328386,HADROUJ,BEATRICE,ITALIANA,s353812@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
372469,HAMIDALLAH,FRANCESCA,ITALIANA,s367433@studenti.polito.it,14BHDLX (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
368544,HARCHANE,FRANCESCO,ITALIANA,s367475@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
371935,HASSANEIN,CHRISTIAN,ITALIANA,s373649@studenti.polito.it,14BHDYI (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368743,HAYES,ELENA,ITALIANA,s371256@studenti.polito.it,14BHDXD (8),INF1T3,Da frequentare,,,,,,N,N,2025/26,ATTIVO,
343581,HEGAZY,VITTORIO FILIPPO,ITALIANA,s367577@studenti.polito.it,14BHDXD (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
370931,HEWA BAJJAMAGE,SAMUELE,ITALIANA,s373687@studenti.polito.it,14BHDYE (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367475,HIDALGO GUERRA,CAROLA,ITALIANA,s364918@studenti.polito.it,14BHDLX (8),CHI1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
365352,HIFDI,SAMUELE,ITALIANA,s367669@studenti.polito.it,14BHDYI (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,IMMATRICOLAZIONE DA COMPLETARE,
340170,HILALI,SAMUEL,ITALIANA,s370185@studenti.polito.it,14BHDYO (8),MTM1T1,Non attivo,,,,,,N,N,2026/27,ATTIVO,
355588,HOANG,DARIO,ITALIANA,s369455@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2023/24,ATTIVO,
358178,HOMOLSKYI,RAISI ARTUR,ITALIANA,s367437@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
